tecnologia,cultura,solo,regiao,uf,escala,Cluster
?,nogueira,?,SE,MG,grande,cluster0
irrigacao,abacate,?,SE,MG,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
irrigacao,abacate,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,arroz,?,SE,MG,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,cafe,?,SE,MG,grande,cluster0
?,arroz,?,SE,MG,grande,cluster0
'manejo de irrigacao',?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
'irrigacao suplementar',milho,?,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,trigo,latossolo,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,cana-de-acucar,?,SE,MG,grande,cluster0
?,goiaba,?,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,ES,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster0
'irrigacao suplementar',milho,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,ES,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,trigo,latossolo,SE,MG,grande,cluster0
'irrigacao suplementar',milho,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
'manejo de irrigacao',?,?,SE,RJ,grande,cluster0
'irrigacao localizada',?,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
'irrigacao localizada',?,?,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
adubacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,cana-de-acucar,?,SE,MG,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster0
irrigacao,cafe,?,SE,MG,grande,cluster0
'irrigacao suplementar',milho,?,SE,MG,grande,cluster0
irrigacao,trigo,latossolo,SE,MG,grande,cluster0
'irrigacao por aspersao',trigo,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,tomate,?,SE,RJ,grande,cluster0
'irrigacao por aspersao',trigo,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,arroz,?,SE,MG,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,abacate,?,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,MG,grande,cluster0
irrigacao,cana-de-acucar,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
secagem,arroz,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
'manejo do solo',?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
'manejo de agua',?,?,SE,MG,grande,cluster0
irrigacao,uva,?,SE,MG,grande,cluster0
?,goiaba,?,SE,MG,grande,cluster0
'irrigacao por aspersao',trigo,?,SE,SP,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
'manejo de irrigacao',?,?,SE,MG,grande,cluster0
'manejo de agua',?,?,SE,SP,grande,cluster0
irrigacao,abacate,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
'manejo de agua',uva,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster0
'irrigacao por aspersao',trigo,latossolo,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,ES,grande,cluster0
irrigacao,cana-de-acucar,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
'manejo de agua',?,?,SE,MG,grande,cluster0
'manejo de irrigacao',?,?,SE,RJ,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
?,sorgo,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
?,nogueira,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
'manejo de irrigacao',banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,arroz,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,cana-de-acucar,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,tomate,?,SE,ES,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
adubacao,arroz,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,cafe,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
'manejo de irrigacao',?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
'manejo de agua',?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
'manejo da cultura',arroz,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,trigo,latossolo,SE,MG,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
'manejo de agua',?,?,SE,SP,grande,cluster0
'manejo de irrigacao',?,?,SE,RJ,grande,cluster0
'irrigacao por gotejamento',?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,trigo,latossolo,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,trigo,latossolo,SE,MG,grande,cluster0
irrigacao,milho,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,RJ,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
'irrigacao por aspersao',trigo,?,SE,SP,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,tomate,?,SE,MG,grande,cluster0
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster0
'manejo de irrigacao',?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,abacate,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,ES,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
'manejo de agua',uva,?,SE,MG,grande,cluster0
'manejo de agua',?,?,SE,SP,grande,cluster0
irrigacao,arroz,?,SE,MG,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
irrigacao,banana,?,SE,MG,grande,cluster0
?,feijao,?,SE,MG,grande,cluster0
irrigacao,trigo,?,SE,SP,grande,cluster0
'manejo de irrigacao',?,?,SE,RJ,grande,cluster0
irrigacao,?,?,SE,MG,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
'manejo do solo',melancia,?,SE,MG,grande,cluster0
irrigacao,cafe,?,SE,MG,grande,cluster0
irrigacao,mandioca,?,SE,MG,grande,cluster0
irrigacao,?,?,NE,PE,pequena,cluster1
'manejo de irrigacao',limao,?,NE,PI,pequena,cluster1
'manejo de irrigacao',limao,?,NE,PI,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,?,latossolo,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,feijao,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
adubacao,?,?,NE,PE,pequena,cluster1
irrigacao,mandioca,?,NE,RN,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,laranja,?,NE,BA,pequena,cluster1
adubacao,?,argissolo,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
npk,?,?,NE,BA,pequena,cluster1
irrigacao,?,latossolo,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,latossolo,NE,PB,pequena,cluster1
irrigacao,?,argissolo,NE,MA,pequena,cluster1
adubacao,?,argissolo,NE,BA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,arroz,?,NE,PB,pequena,cluster1
irrigacao,arroz,?,NE,BA,pequena,cluster1
irrigacao,?,argissolo,NE,MA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PI,pequena,cluster1
'manejo de irrigacao',limao,?,NE,PI,pequena,cluster1
'irrigacao por inundacao',arroz,?,NE,PB,pequena,cluster1
'agricultura de precisao',?,latossolo,NE,PE,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,BA,pequena,cluster1
irrigacao,?,latossolo,NE,PB,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,mandioca,?,NE,PE,pequena,cluster1
irrigacao,laranja,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,laranja,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
'agricultura de precisao',?,latossolo,NE,PE,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,cafe,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
npk,?,?,NE,BA,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
'manejo do solo',milho,?,NE,BA,pequena,cluster1
?,trigo,?,NE,SE,pequena,cluster1
irrigacao,laranja,?,NE,BA,pequena,cluster1
'manejo da cultura',?,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
'diversidade genetica',?,?,NE,BA,pequena,cluster1
irrigacao,milho,?,NE,SE,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,limao,?,NE,BA,pequena,cluster1
irrigacao,?,argissolo,NE,MA,pequena,cluster1
'irrigacao por sulco',?,argissolo,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PI,pequena,cluster1
irrigacao,arroz,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,arroz,?,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,MA,pequena,cluster1
irrigacao,cafe,?,NE,PE,pequena,cluster1
'manejo do solo',?,latossolo,NE,PE,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
secagem,arroz,?,NE,BA,pequena,cluster1
irrigacao,mandioca,?,NE,CE,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PI,pequena,cluster1
'manejo dos recursos hidricos',?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
'manejo do solo',?,argissolo,NE,MA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,feijao,?,NE,PB,pequena,cluster1
irrigacao,?,argissolo,NE,MA,pequena,cluster1
?,feijao,?,NE,BA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
?,milho,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
'adubacao mineral',?,?,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,PB,pequena,cluster1
?,soja,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
'manejo do solo',?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,arroz,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,SE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
'manejo dos recursos hidricos',?,?,NE,MA,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,soja,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
?,?,neossolo,NE,PI,pequena,cluster1
irrigacao,limao,?,NE,PI,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,?,latossolo,NE,MA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PB,pequena,cluster1
'manejo do solo',?,?,NE,PI,pequena,cluster1
irrigacao,arroz,?,NE,BA,pequena,cluster1
adubacao,?,?,NE,BA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,limao,?,NE,BA,pequena,cluster1
irrigacao,arroz,?,NE,BA,pequena,cluster1
irrigacao,mandioca,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,arroz,?,NE,PB,pequena,cluster1
adubacao,?,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
?,arroz,?,NE,PB,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,mandioca,?,NE,RN,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,feijao,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,SE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
irrigacao,feijao,?,NE,PB,pequena,cluster1
irrigacao,?,neossolo,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PB,pequena,cluster1
?,sorgo,neossolo,NE,PE,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
'manejo dos recursos hidricos',?,?,NE,PB,pequena,cluster1
'manejo dos recursos hidricos',?,?,NE,PE,pequena,cluster1
irrigacao,cafe,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,feijao,?,NE,BA,pequena,cluster1
?,cana-de-acucar,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,arroz,?,NE,BA,pequena,cluster1
?,cana-de-acucar,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
'manejo do solo',?,?,NE,PI,pequena,cluster1
'manejo do solo',milho,?,NE,BA,pequena,cluster1
irrigacao,mandioca,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,cafe,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,soja,?,NE,PB,pequena,cluster1
irrigacao,feijao,?,NE,MA,pequena,cluster1
?,trigo,?,NE,CE,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,laranja,?,NE,BA,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
adubacao,?,?,NE,BA,pequena,cluster1
irrigacao,soja,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,SE,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
'manejo do solo',?,?,NE,MA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,soja,?,NE,PB,pequena,cluster1
adubacao,?,?,NE,BA,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,mandioca,?,NE,RN,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,?,neossolo,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,mandioca,?,NE,PE,pequena,cluster1
irrigacao,mandioca,?,NE,RN,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,BA,pequena,cluster1
?,cana-de-acucar,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,mandioca,?,NE,CE,pequena,cluster1
irrigacao,limao,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
?,?,neossolo,NE,MA,pequena,cluster1
adubacao,?,?,NE,PI,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,arroz,?,NE,BA,pequena,cluster1
?,feijao,?,NE,BA,pequena,cluster1
irrigacao,?,latossolo,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,PB,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,cafe,?,NE,PB,pequena,cluster1
?,trigo,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,arroz,?,NE,BA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,MA,pequena,cluster1
irrigacao,arroz,?,NE,MA,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,laranja,?,NE,BA,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,cafe,?,NE,PE,pequena,cluster1
'manejo da cultura',?,?,NE,BA,pequena,cluster1
irrigacao,feijao,?,NE,MA,pequena,cluster1
irrigacao,milho,?,NE,PE,pequena,cluster1
irrigacao,?,neossolo,NE,PI,pequena,cluster1
irrigacao,feijao,?,NE,PE,pequena,cluster1
irrigacao,?,neossolo,NE,PI,pequena,cluster1
irrigacao,milho,?,NE,PI,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,cana-de-acucar,?,NE,PE,pequena,cluster1
irrigacao,?,latossolo,NE,PE,pequena,cluster1
irrigacao,?,?,NE,CE,pequena,cluster1
irrigacao,?,?,NE,PE,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,limao,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,BA,pequena,cluster1
irrigacao,?,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,arroz,?,NE,PB,pequena,cluster1
irrigacao,?,?,NE,MA,pequena,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,AL,media,cluster1
irrigacao,?,?,NE,AL,media,cluster1
irrigacao,?,?,NE,AL,media,cluster1
irrigacao,?,?,NE,AL,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
'manejo de irrigacao',?,?,NE,BA,media,cluster1
'manejo de irrigacao',?,?,NE,BA,media,cluster1
'irrigacao por microaspersao',?,?,NE,BA,media,cluster1
'irrigacao por microaspersao',?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PB,media,cluster1
irrigacao,?,?,NE,PB,media,cluster1
irrigacao,?,?,NE,PB,media,cluster1
irrigacao,?,neossolo,NE,PI,media,cluster1
irrigacao,?,neossolo,NE,PI,media,cluster1
irrigacao,?,neossolo,NE,PI,media,cluster1
adubacao,?,neossolo,NE,PI,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,BA,media,cluster1
'manejo de irrigacao',?,?,NE,BA,media,cluster1
'manejo de irrigacao',?,?,NE,BA,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,CE,media,cluster1
adubacao,?,?,NE,CE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,PE,media,cluster1
adubacao,?,?,NE,PE,media,cluster1
irrigacao,?,?,NE,SE,media,cluster1
irrigacao,?,?,NE,SE,media,cluster1
