tecnologia,tecnologiaClasse,cultura,culturaClasse,solo,regiao,uf,escala
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PE,pequena
?,?,manga,frutiferas,?,N,PA,pequena
irrigacao,planta,abacate,frutiferas,?,NE,MA,pequena
?,?,seringueira,extrativas,?,N,TO,pequena
'manejo da cultura',planta,?,?,?,NE,BA,pequena
npk,planta,trigo,'base alimentar e commodities',?,SE,SP,pequena
irrigacao,'engenharia agricola',abacaxi,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,pequena
manejo,solo,?,?,?,SE,SP,pequena
biofertilizante,planta,melao,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,SE,MG,pequena
agrotoxico,'controle fitossanitario',uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PB,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
?,?,banana,frutiferas,latossolo,NE,MA,pequena
genotipo,'melhoramento genetico',feijao,'base alimentar e commodities',?,NE,BA,pequena
'pivo central','engenharia agricola',cafe,'base alimentar e commodities',?,SE,MG,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,SE,SP,pequena
'diversidade genetica',?,?,?,?,NE,BA,pequena
manejo,solo,?,?,?,N,AM,pequena
'plantio direto','sistemas de producao',?,?,latossolo,S,RS,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,SE,pequena
'plantio direto',solo,feijao,'base alimentar e commodities',?,N,AC,pequena
'manejo do solo',?,soja,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,pequena
adubacao,planta,mamona,extrativas,?,NE,SE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,pequena
irrigacao,solo,limao,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,solo,manga,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',pimentao,olericulturas,?,N,RR,pequena
irrigacao,planta,?,?,argissolo,NE,MA,pequena
adubacao,planta,?,?,?,SE,MG,pequena
'adubacao mineral',solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
?,?,arroz,'base alimentar e commodities',?,SE,MG,pequena
'irrigacao por sulco','engenharia agricola',?,?,argissolo,NE,MA,pequena
manejo,solo,uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PI,pequena
'manejo de poda',planta,uva,frutiferas,?,NE,PE,pequena
?,?,caju,frutiferas,?,NE,SE,pequena
manejo,solo,?,?,?,NE,CE,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PB,pequena
manejo,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,CO,MS,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PE,pequena
adubacao,solo,?,?,?,N,AC,pequena
'irrigacao por gotejamento','engenharia agricola',?,?,?,SE,MG,pequena
aracao,solo,arroz,'base alimentar e commodities',latossolo,N,RO,pequena
adubacao,solo,cafe,'base alimentar e commodities',?,N,RO,pequena
agrotoxico,'controle fitossanitario',uva,frutiferas,?,NE,MA,pequena
adubacao,planta,?,?,?,CO,DF,pequena
irrigacao,planta,?,?,latossolo,NE,MA,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,planta,abacaxi,frutiferas,?,NE,BA,pequena
genotipo,'melhoramento genetico',cebola,olericulturas,?,S,PR,pequena
manejo,solo,banana,frutiferas,?,SE,SP,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,SE,MG,pequena
irrigacao,planta,?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
adubacao,planta,uva,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,PE,pequena
'manejo do solo',?,?,?,latossolo,NE,PE,pequena
pos-colheita,'engenharia agricola',?,?,?,SE,MG,pequena
irrigacao,planta,?,?,?,SE,MG,pequena
'plantio direto',solo,arroz,'base alimentar e commodities',latossolo,N,PA,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,pequena
npk,solo,?,?,?,S,RS,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,N,PA,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,CO,DF,pequena
'manejo organico',solo,milho,'base alimentar e commodities',?,NE,CE,pequena
irrigacao,planta,?,?,?,SE,MG,pequena
manejo,solo,?,?,?,CO,MT,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,N,RR,pequena
manejo,solo,manga,frutiferas,?,N,TO,pequena
irrigacao,solo,abacate,frutiferas,?,NE,PE,pequena
?,?,tomate,olericulturas,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
secagem,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,ES,pequena
irrigacao,solo,mandioca,'base alimentar e commodities',?,NE,CE,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PI,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
'manejo de irrigacao',solo,?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',abacaxi,frutiferas,?,CO,MS,pequena
'manejo dos recursos hidricos',solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,SE,MG,pequena
irrigacao,planta,?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,SE,SP,pequena
irrigacao,solo,banana,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,CO,MT,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,pequena
'manejo de irrigacao','engenharia agricola',?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,CO,MS,pequena
irrigacao,'engenharia agricola',?,?,?,CO,MT,pequena
'manejo de irrigacao',planta,melancia,frutiferas,?,NE,PI,pequena
'adubacao organica',planta,banana,frutiferas,?,SE,SP,pequena
manejo,solo,?,?,latossolo,NE,PE,pequena
?,?,banana,frutiferas,latossolo,SE,MG,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
adubacao,planta,feijao,'base alimentar e commodities',?,N,AC,pequena
?,?,arroz,'base alimentar e commodities',?,SE,MG,pequena
irrigacao,solo,abacate,frutiferas,?,SE,MG,pequena
manejo,solo,?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
'manejo de irrigacao','engenharia agricola',?,?,?,SE,MG,pequena
agrotoxico,'controle fitossanitario',manga,frutiferas,?,N,PA,pequena
irrigacao,planta,melancia,frutiferas,?,NE,PE,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,'engenharia agricola',melancia,frutiferas,?,SE,MG,pequena
irrigacao,'engenharia agricola',?,?,?,SE,SP,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,solo,?,?,?,SE,MG,pequena
'manejo dos recursos hidricos',geotecnologias,?,?,?,SE,SP,pequena
irrigacao,planta,uva,frutiferas,?,NE,BA,pequena
?,?,goiaba,frutiferas,?,S,RS,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
adubacao,solo,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
manejo,solo,soja,'base alimentar e commodities',?,CO,GO,pequena
'manejo do solo',?,?,?,argissolo,NE,MA,pequena
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,solo,manga,frutiferas,?,NE,MA,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,N,PA,pequena
'manejo do solo',?,soja,'base alimentar e commodities',?,N,AM,pequena
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,CO,GO,pequena
'manejo nos cultivos',planta,melao,frutiferas,?,NE,PE,pequena
manejo,solo,?,?,?,N,AM,pequena
irrigacao,planta,melancia,frutiferas,?,NE,PI,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,solo,?,?,?,SE,MG,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,CO,MT,pequena
irrigacao,solo,uva,frutiferas,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,CE,pequena
adubacao,solo,pimentao,olericulturas,?,N,RR,pequena
agroecossistema,'sistemas de producao',tomate,olericulturas,?,NE,PB,pequena
adubacao,solo,banana,frutiferas,?,NE,BA,pequena
manejo,solo,uva,frutiferas,?,SE,MG,pequena
irrigacao,planta,?,?,?,SE,SP,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,pequena
'manejo do solo',?,arroz,'base alimentar e commodities',?,N,AC,pequena
irrigacao,planta,uva,frutiferas,?,NE,PE,pequena
'adubacao por cobertura',planta,?,?,?,SE,MG,pequena
manejo,solo,pimentao,olericulturas,argissolo,CO,GO,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,uva,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,argissolo,NE,MA,pequena
manejo,solo,?,?,argissolo,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,latossolo,SE,SP,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,solo,manga,frutiferas,?,NE,MA,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,N,AM,pequena
irrigacao,'engenharia agricola',?,?,?,SE,ES,pequena
?,?,feijao,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,'engenharia agricola',limao,'base alimentar e commodities',?,CO,MT,pequena
irrigacao,solo,arroz,'base alimentar e commodities',?,SE,RJ,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,pequena
aracao,solo,?,?,?,CO,GO,pequena
'manejo nos cultivos',solo,melao,frutiferas,?,NE,MA,pequena
manejo,solo,?,?,?,SE,MG,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
fertilizante,solo,tomate,olericulturas,?,NE,PB,pequena
?,?,arroz,'base alimentar e commodities',?,CO,MS,pequena
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,pequena
irrigacao,planta,banana,frutiferas,latossolo,NE,MA,pequena
irrigacao,solo,banana,frutiferas,latossolo,NE,BA,pequena
?,?,soja,'base alimentar e commodities',latossolo,S,RS,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,N,PA,pequena
'adubacao organica',planta,banana,frutiferas,?,SE,MG,pequena
irrigacao,planta,abacate,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,CO,GO,pequena
manejo,solo,milho,'base alimentar e commodities',?,SE,MG,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,pequena
?,?,mandioca,'base alimentar e commodities',?,CO,MS,pequena
irrigacao,'engenharia agricola',?,?,?,SE,ES,pequena
irrigacao,planta,tomate,olericulturas,?,SE,ES,pequena
adubacao,planta,trigo,'base alimentar e commodities',latossolo,CO,DF,pequena
manejo,solo,?,?,?,NE,PI,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,feijao,'base alimentar e commodities',latossolo,N,RR,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
manejo,solo,?,?,?,NE,PI,pequena
manejo,solo,cevada,extrativas,?,N,AM,pequena
manejo,solo,banana,frutiferas,?,SE,MG,pequena
irrigacao,planta,?,?,?,SE,ES,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
irrigacao,planta,melancia,frutiferas,?,NE,PB,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
?,?,milho,'base alimentar e commodities',?,NE,PE,pequena
adubacao,solo,milho,'base alimentar e commodities',?,N,AC,pequena
npk,planta,milho,'base alimentar e commodities',latossolo,SE,MG,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,CO,DF,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
'adubacao mineral',planta,?,?,?,NE,PE,pequena
secagem,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
adubacao,planta,nogueira,frutiferas,?,N,AC,pequena
'manejo de irrigacao',planta,banana,frutiferas,?,SE,MG,pequena
irrigacao,solo,limao,'base alimentar e commodities',?,CO,MT,pequena
irrigacao,planta,manga,frutiferas,?,NE,PB,pequena
irrigacao,planta,uva,frutiferas,?,SE,MG,pequena
?,?,abacaxi,frutiferas,?,SE,MG,pequena
biofertilizante,planta,melao,frutiferas,?,NE,PE,pequena
adubacao,planta,trigo,'base alimentar e commodities',?,SE,SP,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,N,PA,pequena
adubacao,solo,soja,'base alimentar e commodities',?,CO,MS,pequena
adubacao,solo,banana,frutiferas,?,NE,BA,pequena
irrigacao,planta,abacaxi,frutiferas,?,NE,PB,pequena
'plantio direto',solo,feijao,'base alimentar e commodities',?,CO,MT,pequena
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,pequena
?,?,melao,frutiferas,?,SE,MG,pequena
adubacao,solo,?,?,?,NE,CE,pequena
irrigacao,planta,abacate,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
manejo,solo,?,?,?,SE,MG,pequena
?,?,melancia,frutiferas,argissolo,NE,PB,pequena
?,?,girassol,extrativas,?,CO,MT,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,pequena
manejo,solo,feijao,'base alimentar e commodities',?,SE,MG,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,pequena
?,?,nogueira,frutiferas,?,N,PA,pequena
'plantio direto',solo,?,?,?,CO,MT,pequena
irrigacao,planta,melancia,frutiferas,?,N,RR,pequena
manejo,solo,soja,'base alimentar e commodities',?,SE,MG,pequena
'adubacao mineral',planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,PB,pequena
manejo,solo,?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
'manejo ecologico','sistemas de producao',?,?,?,CO,DF,pequena
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,pequena
?,?,soja,'base alimentar e commodities',?,NE,BA,pequena
germoplasma,'melhoramento genetico',mandioca,'base alimentar e commodities',?,N,AC,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
adubacao,planta,abacaxi,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',abacate,frutiferas,?,SE,MG,pequena
?,?,arroz,'base alimentar e commodities',?,SE,MG,pequena
adubacao,planta,?,?,?,S,RS,pequena
'manejo do solo',?,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
irrigacao,'engenharia agricola',pimentao,olericulturas,?,N,RR,pequena
manejo,solo,?,?,?,SE,MG,pequena
irrigacao,planta,uva,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
'manejo organico',solo,cenoura,olericulturas,?,NE,CE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,pequena
'plantio direto','sistemas de producao',soja,'base alimentar e commodities',?,CO,MS,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,solo,uva,frutiferas,?,NE,PE,pequena
irrigacao,solo,banana,frutiferas,latossolo,NE,MA,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,pequena
adubacao,solo,abacaxi,frutiferas,?,N,TO,pequena
adubacao,planta,?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,planta,?,?,?,SE,MG,pequena
?,?,seringueira,extrativas,?,N,AC,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,SE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,SE,MG,pequena
agroecossistema,'sistemas de producao',?,?,?,N,PA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,latossolo,NE,BA,pequena
'manejo dos recursos hidricos',solo,?,?,?,NE,MA,pequena
'irrigacao localizada','engenharia agricola',?,?,?,CO,GO,pequena
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,MA,pequena
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,pequena
irrigacao,solo,banana,frutiferas,latossolo,NE,MA,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
irrigacao,'engenharia agricola',?,?,?,SE,RJ,pequena
manejo,solo,feijao,'base alimentar e commodities',?,CO,GO,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,planta,soja,'base alimentar e commodities',?,NE,PB,pequena
adubacao,planta,feijao,'base alimentar e commodities',?,NE,AL,pequena
irrigacao,planta,banana,frutiferas,?,SE,MG,pequena
irrigacao,planta,abacate,frutiferas,?,NE,MA,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
?,?,mandioca,'base alimentar e commodities',?,N,PA,pequena
'agricultura de precisao','agricultura de precisao',?,?,?,CO,MT,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
agrotoxico,'controle fitossanitario',uva,frutiferas,?,SE,MG,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,CO,MT,pequena
irrigacao,'engenharia agricola',?,?,?,SE,ES,pequena
?,?,'batata doce',olericulturas,?,S,SC,pequena
'plantio direto',solo,?,?,?,CO,MT,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
manejo,solo,?,?,latossolo,CO,MT,pequena
manejo,solo,?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,BA,pequena
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
'plantio direto',solo,arroz,'base alimentar e commodities',?,N,AM,pequena
manejo,solo,soja,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,planta,uva,frutiferas,?,SE,MG,pequena
?,?,?,?,neossolo,NE,PI,pequena
adubacao,solo,?,?,?,CO,MS,pequena
irrigacao,planta,limao,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PB,pequena
irrigacao,planta,uva,frutiferas,?,NE,PE,pequena
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,SE,MG,pequena
'adubacao mineral',planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,soja,'base alimentar e commodities',?,CO,MT,pequena
'adubacao mineral',planta,pessego,frutiferas,?,NE,BA,pequena
irrigacao,planta,pimentao,olericulturas,?,N,RR,pequena
irrigacao,solo,?,?,latossolo,NE,MA,pequena
adubacao,solo,?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
irrigacao,solo,?,?,?,SE,SP,pequena
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,pequena
